Stock,Year,Adult Escapement,Jack Escapement,Total Escapement,Alaska Catch,Below Mission Catch ,Above Mission Catch,DBE,Run Size
Nadina,1965,15177,0,"15,177",,109735,3295,,128207
Nadina,1966,1807,60,"1,867",,9120,306,,11293
Nadina,1967,9385,0,"9,385",,55852,1943,,67180
Nadina,1968,2151,247,"2,398",,21972,1275,,25645
Nadina,1969,36436,3,"36,439",,85989,3847,,126275
Nadina,1970,4007,10,"4,017",,22073,4465,,30555
Nadina,1971,15703,44,"15,747",,119099,6365,,141211
Nadina,1972,3368,161,"3,529",,63022,6062,,72613
Nadina,1973,19425,17,"19,442",,93897,8353,,121692
Nadina,1974,3730,95,"3,825",,17234,4414,,25473
Nadina,1975,15790,10,"15,800",,48485,7107,,71392
Nadina,1976,1723,51,"1,774",,13750,1531,,17054
Nadina,1977,18311,38,"18,349",,49298,4203,17317,71849
Nadina,1978,2584,198,"2,782",,15898,2311,1343,20991
Nadina,1979,57490,5,"57,495",,74568,27111,29097,159173
Nadina,1980,3222,62,"3,284",,8639,1045,117,12968
Nadina,1981,19733,4,"19,737",,86540,15457,-1986,123720
Nadina,1982,2349,1,"2,350",,24380,5303,-4341,36374
Nadina,1983,28213,2,"28,215",11,36057,16557,16151,80840
Nadina,1984,7876,2,"7,878",0,17157,2792,-18012,45838
Nadina,1985,13825,0,"13,825",0,36835,12234,8631,62894
Nadina,1986,3549,26,"3,575",0,1926,3384,-2427,11311
Nadina,1987,38515,0,"38,515",0,66341,25150,-16849,146855
Nadina,1988,9311,0,"9,311",0,15775,9287,-2899,37273
Nadina,1989,5008,0,"5,008",97,36736,4201,-7603,53646
Nadina,1990,6033,14,"6,047",16,11095,5786,-17394,40338
Nadina,1991,61074,0,"61,074",0,82519,31764,-17761,193117
Nadina,1992,7728,0,"7,728",174,43811,26491,-23386,101590
Nadina,1993,9595,0,"9,595",33,14887,2657,-9617,36789
Nadina,1994,2008,89,"2,097",7,3880,8027,3982,14011
Nadina,1995,23998,8,"24,006",0,14955,17507,-25183,81651
Nadina,1996,38654,0,"38,654",2,12725,19164,-39654,110200
Nadina,1997,9499,0,"9,499",1730,43606,10754,-29051,94640
Nadina,1998,3705,19,"3,724",20,2524,2523,-5439,14231
Nadina,1999,10338,4,"10,342",4,7639,16816,-64058,98860
Nadina,2000,199381,0,"199,381",125,93940,66621,47475,360067
Nadina,2001,54855,9,"54,864",43,9367,17520,-9028,90821
Nadina,2002,1925,0,"1,925",0,1217,1130,-3649,7920
Nadina,2003,3163,0,"3,163",69,414,946,-413,5004
Nadina,2004,22603,0,"22,603",349,39876,37428,-74619,174876
Nadina,2005,21834,0,"21,834",6173,3843,7727,-8235,47812
Nadina,2006,8655,0,"8,655",8,4278,6262,-9376,28580
Nadina,2007,1741,32,"1,773",1,53,176,1463,2003
Nadina,2008,65975,0,"65,975",0,8939,31161,-11993,118069
Nadina,2009,11400,2,"11,402",130,1053,4051,-6686,30661
Nadina,2010,26142,0,"26,142",0,1555,,7976,39153
Nadina,2011,10056,4,"10,060",1,2639,7608,-14795,28082
Nadina,2012,30942,0,"30,942",3,1488,8032,12900,79834
Nadina,2013,13220,273,"13,493",15,564,2057,-1043,22727
Nadina,2014,61389,0,"61,389",812,11400,24368,-2727,148340
Nadina,2015,34418,16,"34,434",136,4625,10670,-43243,86842
Nadina,2016,26632,0,"26,632",662,1775,7194,-1004,43671
Nadina,2017,4991,331,"5,322",48,57,104,2105,7616
Nadina,2018,177194,0,"177,194",670,92823,45701,-35342,413236
Nadina,2019,23196,45,"23,241",2824,540,1477,-29053,82310
Nadina,2020,29345,0,"29,345",41,367,259,13119,42607
Nadina,2021,12519,376,"12,895",4,108,268,4984,18800
Nadina,2022,333428,0,"333,428",1105,13924,20686,90391,512040
Nadina,2023,110875,689,"111,564",62,1907,2079,-35547,190589
Nahatlatch,1952,0,0,0,,,,,0
Nahatlatch,1957,0,0,0,,,,,0
Nahatlatch,1958,0,0,0,,,,,0
Nahatlatch,1959,0,0,0,,,,,0
Nahatlatch,1960,0,0,0,,,,,0
Nahatlatch,1961,0,0,0,,,,,0
Nahatlatch,1962,0,0,0,,,,,0
Nahatlatch,1963,0,0,0,,,,,0
Nahatlatch,1964,0,0,0,,,,,0
Nahatlatch,1965,0,0,0,,,,,0
Nahatlatch,1966,0,0,0,,,,,0
Nahatlatch,1967,0,0,0,,,,,0
Nahatlatch,1968,0,0,0,,,,,0
Nahatlatch,1969,0,0,0,,,,,0
Nahatlatch,1970,0,0,0,,,,,0
Nahatlatch,1971,0,0,0,,,,,0
Nahatlatch,1972,0,0,0,,,,,0
Nahatlatch,1973,0,0,0,,,,,0
Nahatlatch,1974,0,0,0,,,,,0
Nahatlatch,1975,2909,0,"2,909",,4459,434,,7802
Nahatlatch,1976,1737,0,"1,737",,11402,163,,13302
Nahatlatch,1977,628,22,650,,5961,79,-1276,7967
Nahatlatch,1978,600,0,600,,1318,105,-1099,3123
Nahatlatch,1979,2648,0,"2,648",,7683,485,-1156,11972
Nahatlatch,1980,1323,0,"1,323",,2696,265,-1249,5534
Nahatlatch,1981,786,39,825,,4570,87,-2107,7588
Nahatlatch,1982,2734,0,"2,734",,15048,862,-489,19133
Nahatlatch,1983,2186,0,"2,186",49,3983,571,46,6790
Nahatlatch,1984,1513,0,"1,513",0,5146,624,-24,7307
Nahatlatch,1985,1257,38,"1,295",0,9303,273,-185,11055
Nahatlatch,1986,8996,93,"9,089",0,29365,2095,-1657,42207
Nahatlatch,1987,13501,286,"13,787",0,21455,12346,-463,48051
Nahatlatch,1988,16446,161,"16,607",0,12440,2466,2650,31514
Nahatlatch,1989,3628,3,"3,631",20,10405,336,1532,14392
Nahatlatch,1990,7044,0,"7,044",22,7969,4931,-1248,21214
Nahatlatch,1991,2755,0,"2,755",0,4567,1183,-4924,13430
Nahatlatch,1992,4120,10,"4,130",28,39500,9972,-3559,57189
Nahatlatch,1993,2078,0,"2,078",23,9035,94,-1523,12753
Nahatlatch,1994,6042,0,"6,042",0,5923,2244,6054,14210
Nahatlatch,1995,2297,32,"2,329",0,897,693,1618,3919
Nahatlatch,1996,13537,10,"13,547",0,1415,1389,6742,16352
Nahatlatch,1997,9959,0,"9,959",896,9017,4719,1204,24591
Nahatlatch,1998,7993,0,"7,993",4,1411,1140,1379,10547
Nahatlatch,1999,2613,0,"2,613",0,668,1762,-4003,9045
Nahatlatch,2000,5165,0,"5,165",4,2197,891,1521,8257
Nahatlatch,2001,5441,0,"5,441",13,603,3502,-8387,17946
Nahatlatch,2002,7305,15,"7,320",0,2889,209,-3558,13977
Nahatlatch,2003,3070,0,"3,070",138,3149,1689,-1831,9877
Nahatlatch,2004,1097,0,"1,097",225,11981,4042,-12340,29684
Nahatlatch,2005,2168,10,"2,178",1612,105,202,1137,4097
Nahatlatch,2006,1678,0,"1,678",126,4461,265,-1247,7778
Nahatlatch,2007,3853,0,"3,853",2398,182,96,2783,6529
Nahatlatch,2008,573,0,573,1,274,778,-1626,3251
Nahatlatch,2009,1439,0,"1,439",0,142,77,-3082,3097
Nahatlatch,2010,5413,7,"5,420",0,1480,,3660,9980
Nahatlatch,2011,6955,14,"6,969",333,4064,2795,-3510,14741
Nahatlatch,2012,4065,6,"4,071",19,608,1720,-3114,7774
Nahatlatch,2013,2099,16,"2,115",0,620,649,-6137,3186
Nahatlatch,2014,3873,0,"3,873",30,9377,1307,-4669,12795
Nahatlatch,2015,4414,0,"4,414",1,1281,430,-6653,7230
Nahatlatch,2016,1896,0,"1,896",0,163,326,-428,4782
Nahatlatch,2017,1923,5,"1,928",173,38,20,556,3382
Nahatlatch,2018,2534,0,"2,534",0,1799,201,917,7093
Nahatlatch,2019,1288,0,"1,288",1,27,4,-649,1750
Nahatlatch,2020,2096,0,"2,096",0,24,5,1417,3173
Nahatlatch,2021,5997,0,"5,997",0,39,28,3392,8533
Nahatlatch,2022,5031,0,"5,031",0,406,534,-3981,8251
Nahatlatch,2023,5822,0,"5,822",117,115,44,-5198,10061
North Thompson River,1952,0,0,0,,,,,0
North Thompson River,1953,0,0,0,,,,,0
North Thompson River,1954,0,0,0,,,,,0
North Thompson River,1955,0,0,0,,,,,0
North Thompson River,1956,0,0,0,,,,,0
North Thompson River,1957,0,0,0,,,,,0
North Thompson River,1958,0,0,0,,,,,0
North Thompson River,1959,0,0,0,,,,,0
North Thompson River,1960,1208,0,"1,208",,3708,206,,5123
North Thompson River,1961,225,0,225,,499,34,,758
North Thompson River,1962,90,0,90,,191,10,,291
North Thompson River,1963,70,0,70,,94,9,,173
North Thompson River,1964,38,0,38,,83,13,,134
North Thompson River,1965,0,0,0,,,,,0
North Thompson River,1966,46,0,46,,239,8,,292
North Thompson River,1967,0,0,0,,,,,0
North Thompson River,1968,0,0,0,,,,,0
North Thompson River,1969,0,0,0,,,,,0
North Thompson River,1970,270,0,270,,987,86,,1343
North Thompson River,1971,888,0,888,,9431,124,,10443
North Thompson River,1972,465,0,465,,3556,288,,4309
North Thompson River,1973,0,0,0,,,,,0
North Thompson River,1974,341,2,343,,1257,107,,1707
North Thompson River,1975,120,3,123,,314,28,,465
North Thompson River,1976,500,0,500,,2619,106,,3225
North Thompson River,1977,1098,274,"1,372",,3014,138,1034,4524
North Thompson River,1978,0,0,0,,,,0,0
North Thompson River,1979,1009,0,"1,009",,2328,185,-460,3982
North Thompson River,1980,36,0,36,,67,7,0,110
North Thompson River,1981,0,0,0,,,,0,0
North Thompson River,1983,750,0,750,0,509,196,-1013,2468
North Thompson River,1984,31,0,31,0,67,8,-80,186
North Thompson River,1985,1883,0,"1,883",0,8280,409,713,10571
North Thompson River,1986,71,1,72,0,29,26,8,127
North Thompson River,1988,550,0,550,0,464,57,83,1071
North Thompson River,1989,180,0,180,3,1267,100,-37,1587
North Thompson River,1990,0,0,0,,,,0,0
North Thompson River,1992,171,0,171,0,242,402,52,815
North Thompson River,1993,337,0,337,6,784,26,-300,1453
North Thompson River,1994,0,0,0,,,,0,0
North Thompson River,1995,4,0,4,0,1,1,-4,10
North Thompson River,1996,157,0,157,0,50,57,-115,380
North Thompson River,1997,0,0,0,,,,0,0
North Thompson River,1999,2,0,2,0,1,3,-11,17
North Thompson River,2000,7429,0,"7,429",8,4657,1779,-3,13876
North Thompson River,2001,7535,0,"7,535",20,1487,1136,-5434,15611
North Thompson River,2002,4862,0,"4,862",0,1783,1888,-10817,19350
North Thompson River,2003,23877,47,"23,924",679,13852,3458,-7670,49583
North Thompson River,2004,851,0,851,750,13953,3415,-20615,39584
North Thompson River,2005,74416,127,"74,543",154,14857,14111,-135454,239119
North Thompson River,2006,21692,0,"21,692",259,30205,3372,-33467,88995
North Thompson River,2007,16940,0,"16,940",4072,3409,2602,-13412,40434
North Thompson River,2008,3226,0,"3,226",12,3184,4963,-13594,24979
North Thompson River,2009,3186,0,"3,186",725,1451,788,-34066,37471
North Thompson River,2010,6957,0,"6,957",0,18855,,-43957,63341
North Thompson River,2011,4205,0,"4,205",479,22843,13904,-72171,125660
North Thompson River,2012,185,0,185,518,8119,8355,-26809,60346
North Thompson River,2013,18978,46,"19,024",534,4744,2004,-75931,57244
North Thompson River,2014,21572,30,"21,602",1737,54871,3494,-3773,109851
North Thompson River,2015,23072,0,"23,072",8387,2474,2201,-52918,86882
North Thompson River,2016,5926,0,"5,926",3141,2898,2503,-18775,25128
North Thompson River,2017,5697,0,"5,697",711,408,941,-31999,15491
North Thompson River,2018,3330,0,"3,330",12,12848,1649,-6216,16075
North Thompson River,2019,227,0,227,1675,26,5,-1351,3132
North Thompson River,2020,223,0,223,27,33,11,-659,567
North Thompson River,2021,698,0,698,3128,155,187,-51454,5021
North Thompson River,2022,5573,0,"5,573",0,2839,2693,-46546,15982
North Thompson River,2023,7738,0,"7,738",0,134,47,-7276,23991
North Thompson Tributaries,1952,0,0,0,,,,,0
North Thompson Tributaries,1953,0,0,0,,,,,0
North Thompson Tributaries,1954,0,0,0,,,,,0
North Thompson Tributaries,1955,97,0,97,,490,24,,611
North Thompson Tributaries,1956,2,0,2,,10,0,,12
North Thompson Tributaries,1957,38,0,38,,135,2,,175
North Thompson Tributaries,1958,0,0,0,,,,,0
North Thompson Tributaries,1959,203,0,203,,946,17,,1166
North Thompson Tributaries,1960,23,0,23,,71,4,,98
North Thompson Tributaries,1961,335,0,335,,743,50,,1128
North Thompson Tributaries,1962,14,0,14,,30,2,,45
North Thompson Tributaries,1963,92,0,92,,124,12,,228
North Thompson Tributaries,1964,85,0,85,,185,29,,299
North Thompson Tributaries,1965,104,0,104,,255,23,,382
North Thompson Tributaries,1966,4,0,4,,21,1,,25
North Thompson Tributaries,1967,16,0,16,,221,6,,243
North Thompson Tributaries,1968,275,0,275,,740,39,,1054
North Thompson Tributaries,1969,40,0,40,,152,5,,197
North Thompson Tributaries,1970,2,0,2,,7,1,,10
North Thompson Tributaries,1971,5,0,5,,59,1,,65
North Thompson Tributaries,1972,433,3,436,,3352,271,,4059
North Thompson Tributaries,1973,22,0,22,,103,2,,127
North Thompson Tributaries,1974,4,0,4,,15,1,,20
North Thompson Tributaries,1975,0,0,0,,,,,0
North Thompson Tributaries,1976,85,0,85,,445,18,,548
North Thompson Tributaries,1977,16,0,16,,174,2,-58,250
North Thompson Tributaries,1978,0,0,0,,,,0,0
North Thompson Tributaries,1979,18,0,18,,42,3,-8,71
North Thompson Tributaries,1980,137,0,137,,254,27,1,418
North Thompson Tributaries,1981,13,0,13,,45,1,-5,64
North Thompson Tributaries,1982,0,0,0,,,,0,0
North Thompson Tributaries,1983,0,0,0,,,,0,0
North Thompson Tributaries,1984,216,0,216,0,401,54,-353,1024
North Thompson Tributaries,1985,0,0,0,,,,0,0
North Thompson Tributaries,1986,0,0,0,,,,0,0
North Thompson Tributaries,1987,0,0,0,,,,0,0
North Thompson Tributaries,1988,277,0,277,0,234,29,42,539
North Thompson Tributaries,1989,0,0,0,,,,0,0
North Thompson Tributaries,1990,100,0,100,1,279,147,5,526
North Thompson Tributaries,1991,293,0,293,0,564,136,-378,1371
North Thompson Tributaries,1992,250,0,250,0,354,588,75,1192
North Thompson Tributaries,1994,29,0,29,0,21,22,-71,142
North Thompson Tributaries,1995,113,0,113,0,35,34,-116,298
North Thompson Tributaries,1996,1347,0,"1,347",0,433,492,-990,3262
North Thompson Tributaries,1997,122,0,122,27,735,89,-655,1627
North Thompson Tributaries,2000,3333,3,"3,336",4,2008,798,-275,6421
North Thompson Tributaries,2001,1120,0,"1,120",3,202,169,-855,2348
North Thompson Tributaries,2002,1004,0,"1,004",0,368,390,-2234,3996
North Thompson Tributaries,2003,2127,0,"2,127",111,4355,775,-740,8107
North Thompson Tributaries,2004,1113,0,"1,113",214,9771,2865,-9814,23776
North Thompson Tributaries,2005,3284,16,"3,300",441,2182,1580,-8503,16005
North Thompson Tributaries,2006,3834,0,"3,834",201,7759,1733,-15147,28675
North Thompson Tributaries,2007,1202,0,"1,202",675,78,33,845,1988
North Thompson Tributaries,2008,653,0,653,15,252,247,-166,1332
North Thompson Tributaries,2009,1811,0,"1,811",11,119,35,348,2468
North Thompson Tributaries,2010,1087,0,"1,087",0,1498,,-1594,1842
North Thompson Tributaries,2011,724,0,724,1,432,301,-842,1218
North Thompson Tributaries,2012,911,0,911,9,538,612,-1221,1856
North Thompson Tributaries,2013,2520,4,"2,524",12,465,226,-993,3796
North Thompson Tributaries,2014,1169,1,"1,170",2,1092,210,-322,3616
North Thompson Tributaries,2015,932,0,932,35,133,79,-966,1399
North Thompson Tributaries,2016,511,0,511,58,144,289,-143,1528
North Thompson Tributaries,2017,1458,0,"1,458",35,40,96,-2191,2312
North Thompson Tributaries,2018,99,0,99,3,81,23,-62,382
North Thompson Tributaries,2019,126,0,126,49,3,0,65,235
North Thompson Tributaries,2020,257,0,257,1,2,2,111,318
North Thompson Tributaries,2021,1241,0,"1,241",310,12,7,-466,1890
North Thompson Tributaries,2022,180,0,180,0,38,20,-121,328
North Thompson Tributaries,2023,544,0,544,0,6,2,-58,1015
Portage,1952,0,0,0,,,,,0
Portage,1953,50,150,200,,300,1,,501
Portage,1954,3369,10,"3,379",,24456,109,,27944
Portage,1955,41,2,43,,172,4,,219
Portage,1956,0,0,0,,,,,0
Portage,1957,40,412,452,,3227,1,,3680
Portage,1958,4791,12,"4,803",,31132,82,,36017
Portage,1959,572,0,572,,4894,19,,5485
Portage,1960,0,0,0,,,,,0
Portage,1961,23,504,527,,313,2,,842
Portage,1962,11935,99,"12,034",,12135,696,,24865
Portage,1963,2011,0,"2,011",,3409,167,,5587
Portage,1964,9,0,9,,22,2,,33
Portage,1965,981,1127,"2,108",,3374,109,,5591
Portage,1966,31343,501,"31,844",,38248,2253,,72345
Portage,1967,4025,23,"4,048",,51624,512,,56184
Portage,1968,86,87,173,,505,34,,712
Portage,1969,963,77,"1,040",,2402,209,,3651
Portage,1970,3873,28,"3,901",,26628,342,,30871
Portage,1971,281,0,281,,3991,36,,4308
Portage,1972,190,1270,"1,460",,3299,240,,4999
Portage,1973,3963,309,"4,272",,27469,317,,32058
Portage,1974,8475,511,"8,986",,49359,402,,58747
Portage,1975,3175,654,"3,829",,13929,181,,17939
Portage,1976,1042,2758,"3,800",,19253,895,,23948
Portage,1977,7610,364,"7,974",,69525,340,-9342,87181
Portage,1978,9978,252,"10,230",,26578,274,1208,37082
Portage,1979,3575,88,"3,663",,11301,226,-1250,16440
Portage,1980,1800,198,"1,998",,1263,84,-1065,4409
Portage,1981,5855,231,"6,086",,35072,365,-5228,46751
Portage,1982,23867,98,"23,965",,72851,276,-10910,108001
Portage,1983,7747,198,"7,945",1271,59404,247,-6907,75773
Portage,1984,1710,58,"1,768",0,8319,71,164,10158
Portage,1985,1765,318,"2,083",4,10701,26,-956,13770
Portage,1986,14291,156,"14,447",902,184548,2482,-40700,243078
Portage,1987,6820,222,"7,042",32,43338,769,-3175,54355
Portage,1988,1050,361,"1,411",0,23234,1046,-4975,30666
Portage,1989,7900,182,"8,082",2106,38118,432,-37486,86224
Portage,1990,18336,143,"18,479",1097,42547,131,255,62254
Portage,1991,12053,158,"12,211",708,31672,679,-10456,55726
Portage,1992,2706,89,"2,795",447,13915,40,-757,17954
Portage,1993,19760,0,"19,760",7390,166493,,-34529,228173
Portage,1994,9270,0,"9,270",706,53351,1482,5134,64809
Portage,1995,7875,572,"8,447",70,7838,977,-7749,25082
Portage,1996,3422,5,"3,427",605,9143,2264,-10602,26041
Portage,1997,9766,8,"9,774",2932,157601,2061,-25859,198227
Portage,1998,25179,26,"25,205",2283,12651,450,-76181,116770
Portage,1999,6264,211,"6,475",496,3175,114,-18711,28971
Portage,2000,1269,0,"1,269",36,36412,6944,-34486,79147
Portage,2001,3150,9,"3,159",267,3955,1015,-27611,36007
Portage,2002,14953,12,"14,965",1,4968,557,-15561,36052
Portage,2003,4940,86,"5,026",1089,13448,4710,-58613,82886
Portage,2004,1287,25,"1,312",369,644,963,-2342,5630
Portage,2005,12082,8,"12,090",1105,1270,1218,-12266,27949
Portage,2006,18882,0,"18,882",389,36693,5747,-120271,181981
Portage,2007,1699,0,"1,699",424,1426,1264,-15245,20058
Portage,2008,97,0,97,4,378,467,-2001,2948
Portage,2009,1773,63,"1,836",589,322,31,-4896,2827
Portage,2010,57870,0,"57,870",0,270082,,-121666,164215
Portage,2011,1114,0,"1,114",106,5232,1737,-23734,4276
Portage,2012,25,0,25,6,250,265,-859,202
Portage,2013,7327,182,"7,509",264,1435,250,-24864,12752
Portage,2014,24275,0,"24,275",1010,93570,4002,-64837,83721
Portage,2015,36,0,36,22,432,14,-6220,82
Portage,2016,41,0,41,556,5,0,-186,223
Portage,2017,1198,67,"1,265",52,281,136,-5155,1906
Portage,2018,35548,0,"35,548",55,78969,5995,-61410,93433
Portage,2019,520,0,520,40,13,2,-254,855
Portage,2020,20,0,20,2,3,0,-6,45
Portage,2021,2887,15,"2,902",223,31,21,-2623,3903
Portage,2022,18367,0,"18,367",2063,18814,1041,-15556,44878
Portage,2023,3438,27,"3,465",2,53,8,1028,5267
Quesnel,1952,184,6833,"7,017",,6793,339,,14149
Quesnel,1953,110919,8,"110,927",,321989,6180,,439096
Quesnel,1954,299,0,299,,1650,43,,1992
Quesnel,1955,63,0,63,,317,12,,392
Quesnel,1956,81,2588,"2,669",,1729,73,,4471
Quesnel,1957,223667,0,"223,667",,308553,8344,,540564
Quesnel,1958,1863,0,"1,863",,8644,252,,10759
Quesnel,1959,65,11,76,,55,,,130
Quesnel,1960,292,2765,"3,057",,4034,213,,7304
Quesnel,1961,302554,9,"302,563",,569566,27928,,900057
Quesnel,1962,1078,0,"1,078",,2331,127,,3536
Quesnel,1963,83,3,86,,95,14,,195
Quesnel,1964,392,15447,"15,839",,12088,1169,,29096
Quesnel,1965,364704,10,"364,714",,782122,48999,,1195835
Quesnel,1966,1753,0,"1,753",,5892,214,,7859
Quesnel,1967,119,0,119,,261,4,,385
Quesnel,1968,699,5064,"5,763",,11803,156,,17722
Quesnel,1969,273129,5,"273,134",,1334448,38721,,1646303
Quesnel,1970,1368,5,"1,373",,6360,220,,7953
Quesnel,1971,171,0,171,,1906,69,,2146
Quesnel,1972,111,3377,"3,488",,3305,117,,6910
Quesnel,1973,278061,0,"278,061",,1315967,32399,,1626427
Quesnel,1974,4459,0,"4,459",,20497,2868,,27824
Quesnel,1975,193,8,201,,508,47,,756
Quesnel,1976,305,1892,"2,197",,3920,240,,6357
Quesnel,1977,516199,24,"516,223",,1757614,67813,-80036,2421686
Quesnel,1978,8614,0,"8,614",,23924,1728,-1728,35994
Quesnel,1979,511,0,511,,2967,77,76,3556
Quesnel,1980,308,2868,"3,176",,3598,189,2976,6964
Quesnel,1981,748621,31,"748,652",,2855210,160561,-69998,3834421
Quesnel,1982,39841,0,"39,841",,211569,19994,-28054,299458
Quesnel,1983,2155,0,"2,155",1068,1953,1016,2505,6192
Quesnel,1984,914,5272,"6,186",0,18986,361,3335,25533
Quesnel,1985,1349263,0,"1,349,263",4274,7981812,202818,60418,9538167
Quesnel,1986,181467,6,"181,473",0,486868,57124,-61514,786980
Quesnel,1987,20546,13,"20,559",9,53018,6171,3365,79757
Quesnel,1988,6832,20202,"27,034",0,14956,2218,21749,44208
Quesnel,1989,1870672,13,"1,870,685",138556,9892291,196370,-168,12098070
Quesnel,1990,487644,7,"487,651",26289,2061969,119304,-118066,2813279
Quesnel,1991,46259,0,"46,259",403,206166,8664,-5917,267409
Quesnel,1992,5862,3039,"8,901",363,61066,2766,-10763,83859
Quesnel,1993,2620454,303,"2,620,757",103934,7470525,136265,323206,10331481
Quesnel,1994,659499,6,"659,505",35915,1919221,197766,-123121,2935529
Quesnel,1995,216109,1,"216,110",701,132085,87526,77055,436421
Quesnel,1996,41187,1312,"42,499",403,24644,8307,11004,75853
Quesnel,1997,1858652,157,"1,858,809",90902,4294688,159117,87596,6403516
Quesnel,1998,1179252,0,"1,179,252",40188,662923,173593,-492831,2548787
Quesnel,1999,189360,0,"189,360",164,26355,15447,-28036,259362
Quesnel,2000,63703,79,"63,782",58,36868,8696,23324,109404
Quesnel,2001,3510920,56,"3,510,976",27503,567474,242566,936647,4348519
Quesnel,2002,2985212,0,"2,985,212",331,1479520,362312,48133,4827375
Quesnel,2003,278990,0,"278,990",10794,276062,72341,-96748,734934
Quesnel,2004,10222,42,"10,264",4059,82563,33498,-102668,233053
Quesnel,2005,1436751,38,"1,436,789",166674,417891,253491,-1204424,3479268
Quesnel,2006,169127,0,"169,127",2258,241887,49489,-125343,588104
Quesnel,2007,74715,0,"74,715",24203,11469,17427,-44560,172374
Quesnel,2008,7091,0,"7,091",497,8176,10993,-21077,47835
Quesnel,2009,149400,67,"149,467",5154,8813,2216,-33696,203013
Quesnel,2010,246563,21,"246,584",0,275635,,-96698,546891
Quesnel,2011,45433,0,"45,433",130,31983,20057,-13989,114755
Quesnel,2012,605,19,624,71,1739,3885,-8641,781
Quesnel,2013,176656,2425,"179,081",9206,12486,6568,-13969,292059
Quesnel,2014,832266,78,"832,344",50879,1127357,135218,-92850,2394596
Quesnel,2015,45357,0,"45,357",7109,2355,1345,-1696,65683
Quesnel,2016,893,188,"1,081",751,577,687,-6880,4092
Quesnel,2017,113010,1571,"114,581",3662,2301,4630,-19808,143105
Quesnel,2018,817811,0,"817,811",11225,909125,145940,-79163,2073832
Quesnel,2019,21632,0,"21,632",10787,519,843,-10004,43632
Quesnel,2020,813,6,819,0,19,176,82,1355
Quesnel,2021,101434,444,"101,878",2673,563,2078,353,119739
Quesnel,2022,827355,0,"827,355",19656,224139,116842,-506385,1467108
Quesnel,2023,65723,0,"65,723",1290,1157,1489,-45715,94864
Raft,1952,15617,0,"15,617",,50964,1091,,67672
Raft,1953,7904,5,"7,909",,26924,490,,35323
Raft,1954,9988,7,"9,995",,31007,341,,41344
Raft,1955,5079,2,"5,081",,31788,1270,,38139
Raft,1956,9037,0,"9,037",,43483,2157,,54677
Raft,1957,6860,21,"6,881",,24443,412,,31736
Raft,1958,10214,1,"10,215",,30238,372,,40825
Raft,1959,10210,0,"10,210",,47600,834,,58644
Raft,1960,5513,40,"5,553",,17047,949,,23549
Raft,1961,7293,8,"7,301",,16199,1094,,24595
Raft,1962,7613,0,"7,613",,16153,835,,24601
Raft,1963,8683,41,"8,724",,11754,1139,,21617
Raft,1964,5177,24,"5,201",,11323,1773,,18297
Raft,1965,6624,0,"6,624",,16247,1436,,24307
Raft,1966,6244,6,"6,250",,32448,1042,,39740
Raft,1967,1279,24,"1,303",,18010,486,,19799
Raft,1968,8089,32,"8,121",,28908,1496,,38525
Raft,1969,5537,56,"5,593",,21276,678,,27547
Raft,1970,4462,12,"4,474",,16312,1421,,22207
Raft,1971,801,39,840,,9900,317,,11057
Raft,1972,11048,103,"11,151",,84580,6933,,102664
Raft,1973,2714,15,"2,729",,12809,184,,15722
Raft,1974,2383,13,"2,396",,8866,782,,12044
Raft,1975,2609,55,"2,664",,6892,601,,10157
Raft,1976,8665,19,"8,684",,45479,1848,,56011
Raft,1977,617,31,648,,1694,77,458,2419
Raft,1978,2493,7,"2,500",,9045,438,161,11983
Raft,1979,1758,22,"1,780",,4056,322,-780,6938
Raft,1980,5418,0,"5,418",,9856,1087,365,16361
Raft,1981,815,58,873,,2814,90,-232,4008
Raft,1982,2992,0,"2,992",,9701,943,-123,13759
Raft,1983,2780,77,"2,857",0,4568,726,-691,8843
Raft,1984,19086,12,"19,098",0,26589,4788,-3532,54008
Raft,1985,3638,0,"3,638",0,10845,790,1808,15273
Raft,1986,2095,31,"2,126",0,763,776,-791,4456
Raft,1987,1436,76,"1,512",0,1709,418,-71,3710
Raft,1988,19851,6,"19,857",0,16738,2054,3008,38649
Raft,1989,1647,0,"1,647",24,11591,916,-343,14520
Raft,1990,630,0,630,5,1756,923,34,3315
Raft,1991,464,0,464,0,821,215,-689,2190
Raft,1992,8236,6,"8,242",9,11657,19359,2488,39267
Raft,1993,5047,0,"5,047",84,11748,391,-4491,21761
Raft,1994,1712,0,"1,712",0,1141,1310,-3478,7641
Raft,1995,1040,6,"1,046",0,296,314,-1063,2718
Raft,1996,46592,23,"46,615",2,15365,17011,-34209,113202
Raft,1997,6093,0,"6,093",1186,36729,4434,-35014,83455
Raft,1998,7198,31,"7,229",29,4361,1109,-19961,32690
Raft,1999,6979,0,"6,979",2,4431,9584,-43825,64821
Raft,2000,66292,0,"66,292",75,41556,15875,-27,123825
Raft,2001,32498,8,"32,506",79,5606,4898,-25438,68527
Raft,2002,18369,92,"18,461",1,6794,7133,-40775,73164
Raft,2003,10040,53,"10,093",525,20619,3666,-3439,38342
Raft,2004,5611,0,"5,611",1078,49259,14443,-49473,119865
Raft,2005,26456,45,"26,501",3551,17579,12725,-68581,128937
Raft,2006,6073,0,"6,073",331,12497,2842,-24781,46525
